Scientific Name,USDA SYMBOL,CoC Region,CVal Orig,CVal New
LYCOPODIUM OBSCURUM,LYOB,59,5,5
LYCOPODIUM OBSCURUM,LYOB,59,5,5
LYCOPUS,LYCOP4,58,NA,4
LYCOPUS,LYCOP4,59,NA,4
LYCOPUS,LYCOP4,59,NA,3
LYCOPUS,LYCOP4,MI,NA,2
LYCOPUS AMERICANUS,LYAM,58,4,4
LYCOPUS AMERICANUS,LYAM,58,4,4
LYCOPUS AMERICANUS,LYAM,58,4,4
LYCOPUS AMERICANUS,LYAM,59,4,4
LYCOPUS AMERICANUS,LYAM,59,4,4
LYCOPUS AMERICANUS,LYAM,59,4,4
LYCOPUS AMERICANUS,LYAM,59,4,4
LYCOPUS AMERICANUS,LYAM,61,4,4
LYCOPUS AMERICANUS,LYAM,61,4,4
LYCOPUS AMERICANUS,LYAM,82,3,3
LYCOPUS AMERICANUS,LYAM,83,5,5
LYCOPUS AMERICANUS,LYAM,83,5,5
LYCOPUS AMERICANUS,LYAM,IN,3,3
LYCOPUS AMERICANUS,LYAM,MI,2,2
LYCOPUS AMERICANUS,LYAM,MN,4,4
LYCOPUS AMERICANUS,LYAM,WI,4,4
LYCOPUS RUBELLUS,LYRU,MN,NA,0
LYCOPUS UNIFLORUS,LYUN,58,4,4
LYCOPUS UNIFLORUS,LYUN,58,4,4
LYCOPUS UNIFLORUS,LYUN,58,4,4
LYCOPUS UNIFLORUS,LYUN,58,4,4
LYCOPUS UNIFLORUS,LYUN,58,4,4
LYCOPUS UNIFLORUS,LYUN,58,4,4
LYCOPUS UNIFLORUS,LYUN,59,4,4
LYCOPUS UNIFLORUS,LYUN,59,4,4
LYCOPUS UNIFLORUS,LYUN,59,4,4
LYCOPUS UNIFLORUS,LYUN,59,4,4
LYCOPUS UNIFLORUS,LYUN,59,4,4
LYCOPUS UNIFLORUS,LYUN,61,6,6
LYCOPUS UNIFLORUS,LYUN,62,6,6
LYCOPUS UNIFLORUS,LYUN,82,3,3
LYCOPUS UNIFLORUS,LYUN,83,5,5
LYCOPUS UNIFLORUS,LYUN,83,5,5
LYCOPUS UNIFLORUS,LYUN,IN,5,5
LYCOPUS UNIFLORUS,LYUN,MI,2,2
LYCOPUS UNIFLORUS,LYUN,MN,5,5
LYCOPUS UNIFLORUS,LYUN,WI,4,4
LYCOPUS VIRGINICUS,LYVI4,58,5,5
LYCOPUS VIRGINICUS,LYVI4,59,4,4
LYCOPUS VIRGINICUS,LYVI4,59,4,4
LYCOPUS VIRGINICUS,LYVI4,60,4,4
LYCOPUS VIRGINICUS,LYVI4,61,4,4
LYCOPUS VIRGINICUS,LYVI4,61,4,4
LYCOPUS VIRGINICUS,LYVI4,IN,5,5
LYCOPUS VIRGINICUS,LYVI4,MI,8,8
LYONIA LIGUSTRINA,LYLI,58,6,6
LYONIA LIGUSTRINA,LYLI,58,6,6
LYONIA LIGUSTRINA,LYLI,59,6,6
LYONIA LIGUSTRINA,LYLI,59,6,6
LYONIA LIGUSTRINA,LYLI,59,6,6
LYONIA LIGUSTRINA,LYLI,59,6,6
LYONIA LIGUSTRINA,LYLI,61,7,7
LYONIA LIGUSTRINA,LYLI,62,7,7
LYONIA LIGUSTRINA VAR. LIGUSTRINA,LYLIL,58,NA,6
LYONIA LIGUSTRINA VAR. LIGUSTRINA,LYLIL,58,NA,6
LYONIA LIGUSTRINA VAR. LIGUSTRINA,LYLIL,58,NA,6
LYONIA LIGUSTRINA VAR. LIGUSTRINA,LYLIL,59,NA,6
LYSIMACHIA,LYSIM,58,NA,4
LYSIMACHIA,LYSIM,59,NA,4
LYSIMACHIA,LYSIM,MI,NA,6
LYSIMACHIA,LYSIM,MN,NA,7
LYSIMACHIA,LYSIM,WI,NA,6
LYSIMACHIA CILIATA,LYCI,58,4,4
LYSIMACHIA CILIATA,LYCI,58,4,4
LYSIMACHIA CILIATA,LYCI,58,4,4
LYSIMACHIA CILIATA,LYCI,58,4,4
LYSIMACHIA CILIATA,LYCI,59,3,3
LYSIMACHIA CILIATA,LYCI,59,3,3
LYSIMACHIA CILIATA,LYCI,61,4,4
LYSIMACHIA CILIATA,LYCI,61,4,4
LYSIMACHIA CILIATA,LYCI,62,4,4
LYSIMACHIA CILIATA,LYCI,83,4,4
LYSIMACHIA CILIATA,LYCI,MI,4,4
LYSIMACHIA CILIATA,LYCI,MN,5,5
LYSIMACHIA CILIATA,LYCI,WI,5,5
LYSIMACHIA LANCEOLATA,LYLA,62,5,5
LYSIMACHIA LANCEOLATA,LYLA,IN,7,7
LYSIMACHIA NUMMULARIA,LYNU,58,0,0
LYSIMACHIA NUMMULARIA,LYNU,59,0,0
LYSIMACHIA NUMMULARIA,LYNU,61,NA,0
LYSIMACHIA NUMMULARIA,LYNU,83,0,0
LYSIMACHIA NUMMULARIA,LYNU,83,0,0
LYSIMACHIA NUMMULARIA,LYNU,MI,0,0
LYSIMACHIA QUADRIFOLIA,LYQU2,59,4,4
LYSIMACHIA QUADRIFOLIA,LYQU2,83,6,6
LYSIMACHIA TERRESTRIS,LYTE2,58,4,4
LYSIMACHIA TERRESTRIS,LYTE2,58,4,4
LYSIMACHIA TERRESTRIS,LYTE2,58,4,4
LYSIMACHIA TERRESTRIS,LYTE2,58,4,4
LYSIMACHIA TERRESTRIS,LYTE2,58,4,4
LYSIMACHIA TERRESTRIS,LYTE2,58,4,4
LYSIMACHIA TERRESTRIS,LYTE2,59,4,4
LYSIMACHIA TERRESTRIS,LYTE2,59,4,4
LYSIMACHIA TERRESTRIS,LYTE2,59,4,4
LYSIMACHIA TERRESTRIS,LYTE2,59,4,4
LYSIMACHIA TERRESTRIS,LYTE2,59,4,4
LYSIMACHIA TERRESTRIS,LYTE2,60,7,7
LYSIMACHIA TERRESTRIS,LYTE2,62,7,7
LYSIMACHIA TERRESTRIS,LYTE2,82,3,3
LYSIMACHIA TERRESTRIS,LYTE2,83,6,6
LYSIMACHIA TERRESTRIS,LYTE2,83,6,6
LYSIMACHIA TERRESTRIS,LYTE2,IN,8,8
LYSIMACHIA TERRESTRIS,LYTE2,MI,6,6
LYSIMACHIA TERRESTRIS,LYTE2,MN,7,7
LYSIMACHIA TERRESTRIS,LYTE2,WI,7,7
LYSIMACHIA THYRSIFLORA,LYTH2,58,7,7
LYSIMACHIA THYRSIFLORA,LYTH2,58,7,7
LYSIMACHIA THYRSIFLORA,LYTH2,82,6,6
LYSIMACHIA THYRSIFLORA,LYTH2,83,7,7
LYSIMACHIA THYRSIFLORA,LYTH2,83,7,7
LYSIMACHIA THYRSIFLORA,LYTH2,IN,7,7
LYSIMACHIA THYRSIFLORA,LYTH2,MI,6,6
LYSIMACHIA THYRSIFLORA,LYTH2,MN,6,6
LYSIMACHIA THYRSIFLORA,LYTH2,WI,7,7
LYTHRUM,LYTHR,MI,NA,Und
LYTHRUM SALICARIA,LYSA2,58,0,0
LYTHRUM SALICARIA,LYSA2,58,0,0
LYTHRUM SALICARIA,LYSA2,59,0,0
LYTHRUM SALICARIA,LYSA2,59,0,0
LYTHRUM SALICARIA,LYSA2,59,0,0
LYTHRUM SALICARIA,LYSA2,59,0,0
LYTHRUM SALICARIA,LYSA2,59,0,0
LYTHRUM SALICARIA,LYSA2,62,NA,0
LYTHRUM SALICARIA,LYSA2,83,0,0
LYTHRUM SALICARIA,LYSA2,83,0,0
LYTHRUM SALICARIA,LYSA2,IN,0,0
LYTHRUM SALICARIA,LYSA2,MI,0,0
LYTHRUM SALICARIA,LYSA2,MN,0,0
LYTHRUM SALICARIA,LYSA2,WI,0,0
MAGNOLIA ACUMINATA,MAAC,61,8,8
MAGNOLIOPSIDA,2UNK,MN,NA,Und
MAIANTHEMUM,MAIAN,MI,NA,5
MAIANTHEMUM,MAIAN,MN,NA,5
MAIANTHEMUM,MAIAN,WI,NA,5
MAIANTHEMUM CANADENSE,MACA4,58,3,3
MAIANTHEMUM CANADENSE,MACA4,58,3,3
MAIANTHEMUM CANADENSE,MACA4,58,3,3
MAIANTHEMUM CANADENSE,MACA4,58,3,3
MAIANTHEMUM CANADENSE,MACA4,58,3,3
MAIANTHEMUM CANADENSE,MACA4,58,3,3
MAIANTHEMUM CANADENSE,MACA4,59,4,4
MAIANTHEMUM CANADENSE,MACA4,59,4,4
MAIANTHEMUM CANADENSE,MACA4,59,4,4
MAIANTHEMUM CANADENSE,MACA4,59,4,4
MAIANTHEMUM CANADENSE,MACA4,59,4,4
MAIANTHEMUM CANADENSE,MACA4,61,5,5
MAIANTHEMUM CANADENSE,MACA4,61,5,5
MAIANTHEMUM CANADENSE,MACA4,62,8,8
MAIANTHEMUM CANADENSE,MACA4,82,3,3
MAIANTHEMUM CANADENSE,MACA4,83,4,4
MAIANTHEMUM CANADENSE,MACA4,83,4,4
MAIANTHEMUM CANADENSE,MACA4,MI,4,4
MAIANTHEMUM CANADENSE,MACA4,MN,5,5
MAIANTHEMUM CANADENSE,MACA4,WI,5,5
MAIANTHEMUM RACEMOSUM,MARA7,83,6,6
MAIANTHEMUM RACEMOSUM,MARA7,MI,NA,5
MAIANTHEMUM RACEMOSUM,MARA7,MN,NA,5
MAIANTHEMUM RACEMOSUM SSP. RACEMOSUM,MARAR,58,NA,5
MAIANTHEMUM RACEMOSUM SSP. RACEMOSUM,MARAR,58,NA,5
MAIANTHEMUM RACEMOSUM SSP. RACEMOSUM,MARAR,58,NA,5
MAIANTHEMUM RACEMOSUM SSP. RACEMOSUM,MARAR,59,NA,5
MAIANTHEMUM STELLATUM,MAST4,MI,NA,5
MAIANTHEMUM STELLATUM,MAST4,MN,5,5
MAIANTHEMUM TRIFOLIUM,MATR4,58,8,8
MAIANTHEMUM TRIFOLIUM,MATR4,58,8,8
MAIANTHEMUM TRIFOLIUM,MATR4,58,8,8
MAIANTHEMUM TRIFOLIUM,MATR4,82,7,7
MAIANTHEMUM TRIFOLIUM,MATR4,MI,NA,10
MAIANTHEMUM TRIFOLIUM,MATR4,MN,9,9
MAIANTHEMUM TRIFOLIUM,MATR4,WI,10,10
MALAXIS BRACHYPODA,MABR5,83,8,8
MALUS,MALUS,58,NA,0
MALUS,MALUS,59,NA,0
MALUS,MALUS,59,NA,0
MALUS,MALUS,MI,NA,0
MALUS BACCATA,MABA,59,0,0
MALUS PRUNIFOLIA,MAPR,59,0,0
MALUS PUMILA,MAPU,58,0,0
MALUS PUMILA,MAPU,59,0,0
MALUS PUMILA,MAPU,61,NA,0
MALUS TORINGO,MATO6,58,NA,0
MALUS TORINGO,MATO6,59,NA,0
MALUS TORINGO,MATO6,59,NA,0
MATTEUCCIA STRUTHIOPTERIS,MAST,58,6,6
MATTEUCCIA STRUTHIOPTERIS,MAST,58,6,6
MATTEUCCIA STRUTHIOPTERIS,MAST,59,6,6
MATTEUCCIA STRUTHIOPTERIS,MAST,83,5,5
MATTEUCCIA STRUTHIOPTERIS,MAST,MI,3,3
MATTEUCCIA STRUTHIOPTERIS,MAST,MN,5,5
MATTEUCCIA STRUTHIOPTERIS,MAST,WI,5,5
MEDEOLA VIRGINIANA,MEVI,58,5,5
MEDEOLA VIRGINIANA,MEVI,58,5,5
MEDEOLA VIRGINIANA,MEVI,58,5,5
MEDEOLA VIRGINIANA,MEVI,58,5,5
MEDEOLA VIRGINIANA,MEVI,59,5,5
MEDEOLA VIRGINIANA,MEVI,59,5,5
MEDEOLA VIRGINIANA,MEVI,61,7,7
MEDEOLA VIRGINIANA,MEVI,62,7,7
MEDICAGO SATIVA,MESA,WI,0,0
MELAMPYRUM LINEARE,MELI2,59,6,6
MELILOTUS OFFICINALIS,MEOF,MN,0,0
MENISPERMUM CANADENSE,MECA3,61,5,5
MENISPERMUM CANADENSE,MECA3,IN,3,3
MENISPERMUM CANADENSE,MECA3,MI,5,5
MENTHA,MENTH,58,NA,4
MENTHA,MENTH,58,NA,4
MENTHA,MENTH,MN,NA,0
MENTHA AQUATICA,MEAQ,59,0,0
MENTHA ARVENSIS,MEAR4,58,4,4
MENTHA ARVENSIS,MEAR4,58,4,4
MENTHA ARVENSIS,MEAR4,58,4,4
MENTHA ARVENSIS,MEAR4,61,3,3
MENTHA ARVENSIS,MEAR4,83,4,4
MENTHA ARVENSIS,MEAR4,83,4,4
MENTHA ARVENSIS,MEAR4,MI,NA,3
MENTHA ARVENSIS,MEAR4,MN,3,3
MENTHA ARVENSIS,MEAR4,WI,NA,3
MENTHA PULEGIUM,MEPU,62,NA,0
MENTHA SPICATA,MESP3,61,NA,0
MENYANTHES TRIFOLIATA,METR3,58,8,8
MENYANTHES TRIFOLIATA,METR3,58,8,8
MENYANTHES TRIFOLIATA,METR3,62,10,10
MENYANTHES TRIFOLIATA,METR3,82,8,8
MENYANTHES TRIFOLIATA,METR3,MI,8,8
MENYANTHES TRIFOLIATA,METR3,MN,9,9
MENYANTHES TRIFOLIATA,METR3,WI,10,10
MICROSTEGIUM VIMINEUM,MIVI,58,0,0
MICROSTEGIUM VIMINEUM,MIVI,59,0,0
MICROSTEGIUM VIMINEUM,MIVI,62,NA,0
MIKANIA SCANDENS,MISC,59,5,5
MIKANIA SCANDENS,MISC,59,5,5
MIKANIA SCANDENS,MISC,59,5,5
MILIUM EFFUSUM,MIEF,MI,8,8
MILIUM EFFUSUM VAR. CISATLANTICUM,MIEFC,MN,7,7
MIMULUS RINGENS,MIRI,58,5,5
MIMULUS RINGENS,MIRI,58,5,5
MIMULUS RINGENS,MIRI,59,5,5
MIMULUS RINGENS,MIRI,59,5,5
MIMULUS RINGENS,MIRI,59,5,5
MIMULUS RINGENS,MIRI,82,6,6
MIMULUS RINGENS,MIRI,83,6,6
MIMULUS RINGENS,MIRI,IN,4,4
MIMULUS RINGENS,MIRI,MN,NA,5
MIMULUS RINGENS,MIRI,WI,6,6
MIMULUS RINGENS VAR. RINGENS,MIRIR,59,NA,5
MIMULUS RINGENS VAR. RINGENS,MIRIR,61,NA,5
MIMULUS RINGENS VAR. RINGENS,MIRIR,MN,NA,5
MITCHELLA REPENS,MIRE,58,6,6
MITCHELLA REPENS,MIRE,58,6,6
MITCHELLA REPENS,MIRE,58,6,6
MITCHELLA REPENS,MIRE,58,6,6
MITCHELLA REPENS,MIRE,58,6,6
MITCHELLA REPENS,MIRE,59,5,5
MITCHELLA REPENS,MIRE,59,5,5
MITCHELLA REPENS,MIRE,59,5,5
MITCHELLA REPENS,MIRE,60,6,6
MITCHELLA REPENS,MIRE,61,6,6
MITCHELLA REPENS,MIRE,61,6,6
MITCHELLA REPENS,MIRE,62,6,6
MITCHELLA REPENS,MIRE,82,5,5
MITCHELLA REPENS,MIRE,83,6,6
MITCHELLA REPENS,MIRE,MI,5,5
MITELLA,MITEL,MI,NA,8
MITELLA DIPHYLLA,MIDI3,58,8,8
MITELLA DIPHYLLA,MIDI3,MI,8,8
MITELLA NUDA,MINU3,58,8,8
MITELLA NUDA,MINU3,82,7,7
MITELLA NUDA,MINU3,83,8,8
MITELLA NUDA,MINU3,MI,8,8
MITELLA NUDA,MINU3,MN,7,7
MITELLA NUDA,MINU3,WI,9,9
MOEHRINGIA LATERIFLORA,MOLA6,59,6,6
MOEHRINGIA LATERIFLORA,MOLA6,59,6,6
MOLLUGO VERTICILLATA,MOVE,WI,0,0
MONARDA DIDYMA,MODI,62,6,6
MONESES UNIFLORA,MOUN2,58,7,7
MONESES UNIFLORA,MOUN2,82,7,7
MONESES UNIFLORA,MOUN2,MI,8,8
MONOTROPA UNIFLORA,MOUN3,58,6,6
MONOTROPA UNIFLORA,MOUN3,58,6,6
MONOTROPA UNIFLORA,MOUN3,58,6,6
MONOTROPA UNIFLORA,MOUN3,58,6,6
MONOTROPA UNIFLORA,MOUN3,59,6,6
MONOTROPA UNIFLORA,MOUN3,82,6,6
MONOTROPA UNIFLORA,MOUN3,MN,6,6
MONOTROPA UNIFLORA,MOUN3,WI,5,5
MORELLA CAROLINIENSIS,MOCA7,82,NA,7
MORELLA PENSYLVANICA,MOPE6,59,4,4
MORELLA PENSYLVANICA,MOPE6,61,4,4
MORELLA PENSYLVANICA,MOPE6,82,4,4
MORUS ALBA,MOAL,IN,0,0
MORUS RUBRA,MORU2,IN,4,4
MORUS RUBRA,MORU2,MI,9,9
MUHLENBERGIA GLOMERATA,MUGL3,58,8,8
MUHLENBERGIA GLOMERATA,MUGL3,MI,10,10
MUHLENBERGIA GLOMERATA,MUGL3,MN,8,8
MUHLENBERGIA MEXICANA,MUME2,83,4,4
MUHLENBERGIA MEXICANA,MUME2,MI,3,3
MUHLENBERGIA MEXICANA,MUME2,WI,4,4
MUHLENBERGIA RACEMOSA,MURA,58,2,2
MUHLENBERGIA UNIFLORA,MUUN,82,4,4
MYOSOTIS LAXA,MYLA,59,5,5
MYOSOTIS LAXA,MYLA,59,5,5
MYOSOTIS LAXA,MYLA,61,6,6
MYOSOTIS LAXA,MYLA,83,4,4
MYOSOTIS LAXA,MYLA,MN,7,7
MYOSOTIS SCORPIOIDES,MYSC,58,0,0
MYOSOTIS SCORPIOIDES,MYSC,59,0,0
MYOSOTIS SCORPIOIDES,MYSC,83,0,0
MYOSOTIS SCORPIOIDES,MYSC,MN,0,0
MYOSOTON AQUATICUM,MYAQ,MN,0,0
MYRICA GALE,MYGA,58,7,7
MYRICA GALE,MYGA,58,7,7
MYRICA GALE,MYGA,58,7,7
MYRICA GALE,MYGA,58,7,7
MYRICA GALE,MYGA,82,5,5
MYRICA GALE,MYGA,83,7,7
MYRICA GALE,MYGA,MI,6,6
MYRICA GALE,MYGA,MN,8,8
MYRICA GALE,MYGA,WI,9,9
MYRIOPHYLLUM SIBIRICUM,MYSI,MN,7,7
MYRIOPHYLLUM SPICATUM,MYSP2,59,0,0
NAJAS FLEXILIS,NAFL,59,4,4
NAJAS FLEXILIS,NAFL,59,4,4
NAJAS FLEXILIS,NAFL,MI,5,5
NAJAS FLEXILIS,NAFL,MN,5,5
NAJAS GRACILLIMA,NAGR,MN,10,10
NAJAS GUADALUPENSIS,NAGU,MN,8,8
NASTURTIUM MICROPHYLLUM,NAMI2,59,0,0
NASTURTIUM MICROPHYLLUM,NAMI2,59,0,0
NASTURTIUM MICROPHYLLUM,NAMI2,82,0,0
NASTURTIUM OFFICINALE,NAOF,58,0,0
NASTURTIUM OFFICINALE,NAOF,62,NA,0
NUPHAR LUTEA SSP. ADVENA,NULUA,59,4,4
NUPHAR LUTEA SSP. ADVENA,NULUA,59,4,4
NUPHAR LUTEA SSP. ADVENA,NULUA,83,4,4
NUPHAR LUTEA SSP. VARIEGATA,NULUV,59,4,4
NUPHAR LUTEA SSP. VARIEGATA,NULUV,59,4,4
NUPHAR LUTEA SSP. VARIEGATA,NULUV,59,4,4
NUPHAR LUTEA SSP. VARIEGATA,NULUV,59,4,4
NUPHAR LUTEA SSP. VARIEGATA,NULUV,62,5,5
NUPHAR LUTEA SSP. VARIEGATA,NULUV,82,4,4
NUPHAR LUTEA SSP. VARIEGATA,NULUV,83,4,4
NUPHAR LUTEA SSP. VARIEGATA,NULUV,83,4,4
NUPHAR LUTEA SSP. VARIEGATA,NULUV,MI,7,7
NUPHAR LUTEA SSP. VARIEGATA,NULUV,MN,6,6
NYMPHAEA ODORATA,NYOD,59,5,5
NYMPHAEA ODORATA,NYOD,59,5,5
NYMPHAEA ODORATA,NYOD,59,5,5
NYMPHAEA ODORATA,NYOD,61,4,4
NYMPHAEA ODORATA,NYOD,82,5,5
NYMPHAEA ODORATA,NYOD,83,4,4
NYMPHAEA ODORATA,NYOD,83,4,4
NYMPHAEA ODORATA,NYOD,MI,6,6
NYMPHAEA ODORATA,NYOD,MN,6,6
NYMPHAEA ODORATA SSP. ODORATA,NYODO,59,5,5
NYMPHAEA ODORATA SSP. ODORATA,NYODO,62,NA,4
NYMPHAEA ODORATA SSP. ODORATA,NYODO,83,4,4
NYMPHAEA ODORATA SSP. ODORATA,NYODO,83,4,4
NYMPHOIDES CORDATA,NYCO,83,8,8
NYSSA SYLVATICA,NYSY,58,7,7
NYSSA SYLVATICA,NYSY,59,6,6
NYSSA SYLVATICA,NYSY,59,6,6
NYSSA SYLVATICA,NYSY,59,6,6
NYSSA SYLVATICA,NYSY,61,6,6
NYSSA SYLVATICA,NYSY,61,6,6
NYSSA SYLVATICA,NYSY,62,6,6
NYSSA SYLVATICA,NYSY,IN,5,5
NYSSA SYLVATICA,NYSY,MI,9,9
OCLEMENA ACUMINATA,OCAC,58,4,4
OCLEMENA ACUMINATA,OCAC,58,4,4
OCLEMENA ACUMINATA,OCAC,58,4,4
OCLEMENA ACUMINATA,OCAC,58,4,4
OCLEMENA ACUMINATA,OCAC,59,5,5
OCLEMENA ACUMINATA,OCAC,59,5,5
OCLEMENA ACUMINATA,OCAC,82,4,4
OCLEMENA ACUMINATA,OCAC,83,6,6
OCLEMENA NEMORALIS,OCNE2,58,8,8
OCLEMENA NEMORALIS,OCNE2,82,8,8
OCLEMENA xBLAKEI,OCBL,82,NA,5
OENOTHERA,OENOT,59,NA,Und
OENOTHERA GAURA,OEGA,61,NA,Und
OLIGONEURON RIDDELLII,OLRI2,MN,NA,8
ONOCLEA SENSIBILIS,ONSE,58,2,2
ONOCLEA SENSIBILIS,ONSE,58,2,2
ONOCLEA SENSIBILIS,ONSE,58,2,2
ONOCLEA SENSIBILIS,ONSE,58,2,2
ONOCLEA SENSIBILIS,ONSE,58,2,2
ONOCLEA SENSIBILIS,ONSE,58,2,2
ONOCLEA SENSIBILIS,ONSE,59,2,2
ONOCLEA SENSIBILIS,ONSE,59,2,2
ONOCLEA SENSIBILIS,ONSE,59,2,2
ONOCLEA SENSIBILIS,ONSE,59,2,2
ONOCLEA SENSIBILIS,ONSE,59,2,2
ONOCLEA SENSIBILIS,ONSE,60,3,3
ONOCLEA SENSIBILIS,ONSE,61,3,3
ONOCLEA SENSIBILIS,ONSE,61,3,3
ONOCLEA SENSIBILIS,ONSE,62,3,3
ONOCLEA SENSIBILIS,ONSE,82,3,3
ONOCLEA SENSIBILIS,ONSE,83,2,2
ONOCLEA SENSIBILIS,ONSE,83,2,2
ONOCLEA SENSIBILIS,ONSE,IN,4,4
ONOCLEA SENSIBILIS,ONSE,MI,2,2
ONOCLEA SENSIBILIS,ONSE,MN,4,4
ONOCLEA SENSIBILIS,ONSE,WI,5,5
OPHIOGLOSSUM PUSILLUM,OPPU3,83,6,6
ORCHIDACEAE,ORCHID,61,NA,Und
ORCHIDACEAE,ORCHID,MI,NA,Und
ORCHIDACEAE,ORCHID,WI,NA,Und
ORTHILIA SECUNDA,ORSE,82,7,7
ORTHILIA SECUNDA,ORSE,MN,7,7
ORTHILIA SECUNDA,ORSE,WI,7,7
ORYZOPSIS ASPERIFOLIA,ORAS,MI,6,6
OSMORHIZA,OSMOR,MI,NA,5
OSMORHIZA CLAYTONII,OSCL,58,7,7
OSMORHIZA CLAYTONII,OSCL,61,5,5
OSMORHIZA CLAYTONII,OSCL,IN,3,3
OSMORHIZA CLAYTONII,OSCL,MI,4,4
OSMORHIZA CLAYTONII,OSCL,MN,3,3
OSMUNDA,OSMUN,MI,NA,5
OSMUNDA CINNAMOMEA,OSCI,58,5,5
OSMUNDA CINNAMOMEA,OSCI,58,5,5
OSMUNDA CINNAMOMEA,OSCI,58,5,5
OSMUNDA CINNAMOMEA,OSCI,58,5,5
OSMUNDA CINNAMOMEA,OSCI,58,5,5
OSMUNDA CINNAMOMEA,OSCI,58,5,5
OSMUNDA CINNAMOMEA,OSCI,59,4,4
OSMUNDA CINNAMOMEA,OSCI,59,4,4
OSMUNDA CINNAMOMEA,OSCI,59,4,4
OSMUNDA CINNAMOMEA,OSCI,59,4,4
OSMUNDA CINNAMOMEA,OSCI,60,6,6
OSMUNDA CINNAMOMEA,OSCI,61,6,6
OSMUNDA CINNAMOMEA,OSCI,61,6,6
OSMUNDA CINNAMOMEA,OSCI,62,6,6
OSMUNDA CINNAMOMEA,OSCI,82,4,4
OSMUNDA CINNAMOMEA,OSCI,83,6,6
OSMUNDA CINNAMOMEA,OSCI,83,6,6
OSMUNDA CINNAMOMEA,OSCI,MI,5,5
OSMUNDA CINNAMOMEA,OSCI,MN,NA,7
OSMUNDA CINNAMOMEA,OSCI,WI,7,7
OSMUNDA CINNAMOMEA VAR. CINNAMOMEA,OSCIC,58,NA,5
OSMUNDA CINNAMOMEA VAR. CINNAMOMEA,OSCIC,58,NA,5
OSMUNDA CINNAMOMEA VAR. CINNAMOMEA,OSCIC,83,NA,6
OSMUNDA CINNAMOMEA VAR. CINNAMOMEA,OSCIC,MN,7,7
OSMUNDA CLAYTONIANA,OSCL2,58,4,4
OSMUNDA CLAYTONIANA,OSCL2,58,4,4
OSMUNDA CLAYTONIANA,OSCL2,58,4,4
OSMUNDA CLAYTONIANA,OSCL2,59,4,4
OSMUNDA CLAYTONIANA,OSCL2,59,4,4
OSMUNDA CLAYTONIANA,OSCL2,61,6,6
OSMUNDA CLAYTONIANA,OSCL2,62,6,6
OSMUNDA CLAYTONIANA,OSCL2,82,4,4
OSMUNDA CLAYTONIANA,OSCL2,83,4,4
OSMUNDA CLAYTONIANA,OSCL2,MI,6,6
OSMUNDA CLAYTONIANA,OSCL2,MN,6,6
OSMUNDA REGALIS,OSRE,58,5,5
OSMUNDA REGALIS,OSRE,58,5,5
OSMUNDA REGALIS,OSRE,58,5,5
OSMUNDA REGALIS,OSRE,58,5,5
OSMUNDA REGALIS,OSRE,58,5,5
OSMUNDA REGALIS,OSRE,58,5,5
OSMUNDA REGALIS,OSRE,59,5,5
OSMUNDA REGALIS,OSRE,59,5,5
OSMUNDA REGALIS,OSRE,59,5,5
OSMUNDA REGALIS,OSRE,59,5,5
OSMUNDA REGALIS,OSRE,59,5,5
OSMUNDA REGALIS,OSRE,61,NA,7
OSMUNDA REGALIS,OSRE,82,6,6
OSMUNDA REGALIS,OSRE,83,6,6
OSMUNDA REGALIS,OSRE,83,6,6
OSMUNDA REGALIS,OSRE,IN,NA,7
OSMUNDA REGALIS,OSRE,MI,5,5
OSMUNDA REGALIS,OSRE,WI,7,7
OSMUNDA REGALIS VAR. SPECTABILIS,OSRES,58,NA,5
OSMUNDA REGALIS VAR. SPECTABILIS,OSRES,58,NA,5
OSMUNDA REGALIS VAR. SPECTABILIS,OSRES,58,NA,5
OSMUNDA REGALIS VAR. SPECTABILIS,OSRES,59,NA,5
OSMUNDA REGALIS VAR. SPECTABILIS,OSRES,59,NA,5
OSMUNDA REGALIS VAR. SPECTABILIS,OSRES,83,NA,6
OSMUNDA REGALIS VAR. SPECTABILIS,OSRES,83,NA,6
OSMUNDA REGALIS VAR. SPECTABILIS,OSRES,MN,7,7
OSTRYA VIRGINIANA,OSVI,58,6,6
OSTRYA VIRGINIANA,OSVI,58,6,6
OSTRYA VIRGINIANA,OSVI,83,7,7
OSTRYA VIRGINIANA,OSVI,IN,5,5
OSTRYA VIRGINIANA,OSVI,MI,5,5
OSTRYA VIRGINIANA,OSVI,MN,NA,4
OSTRYA VIRGINIANA,OSVI,WI,5,5
OXALIS,OXALI,58,NA,3
OXALIS,OXALI,61,NA,2
OXALIS,OXALI,62,NA,1
OXALIS,OXALI,MI,NA,0
OXALIS COMPLEX (YELLOW),1OXACPL,58,NA,1
OXALIS COMPLEX (YELLOW),1OXACPL,58,NA,1
OXALIS COMPLEX (YELLOW),1OXACPL,58,NA,1
OXALIS COMPLEX (YELLOW),1OXACPL,58,NA,1
OXALIS COMPLEX (YELLOW),1OXACPL,59,NA,1
OXALIS COMPLEX (YELLOW),1OXACPL,83,NA,1
OXALIS COMPLEX (YELLOW),1OXACPL,IN,NA,1
OXALIS DILLENII,OXDI2,62,1,1
OXALIS DILLENII,OXDI2,IN,0,0
OXALIS DILLENII,OXDI2,WI,0,0
OXALIS MONTANA,OXMO,58,7,7
OXALIS MONTANA,OXMO,58,7,7
